序列(Payload),序列位置,序列长度,来源reads编号及方向,Witness值,Witness阈值
null,514,8124,+6;,199,390
null,515,8123,+6;,195,390
null,515,8122,+6;,199,390
null,515,8124,+6;,193,390
null,516,8123,+6;,197,390
null,516,8122,+6;,199,390
null,516,8124,+6;,209,390
null,517,8123,+6;,204,390
null,517,8122,+6;,193,390
null,517,8124,+6;,207,390
null,518,8123,+6;,211,390
null,518,8122,+6;,208,390
null,518,8124,+6;,213,390
null,519,8123,+6;,219,390
null,519,8122,+6;,217,390
null,519,8124,+6;,220,390
null,520,8123,+6;,222,390
null,520,8122,+6;,221,390
null,520,8124,+6;,224,390
null,521,8123,+6;,227,390
null,521,8122,+6;,225,390
null,521,8124,+6;,229,390
null,522,8123,+6;,236,390
null,522,8122,+6;,235,390
null,522,8124,+6;,243,390
null,523,8123,+6;,243,390
null,523,8122,+6;,235,390
null,523,8124,+6;,240,390
null,524,8123,+6;,240,390
null,524,8122,+6;,243,390
null,524,8124,+6;,238,390
null,525,8123,+6;,239,390
null,525,8122,+6;,241,390
null,525,8124,+6;,238,390
null,526,8123,+6;,236,390
null,526,8122,+6;,237,390
null,526,8124,+6;,238,390
null,527,8123,+6;,237,390
null,527,8122,+6;,236,390
null,527,8124,+6;,240,390
null,528,8123,+6;,245,390
null,528,8122,+6;,241,390
null,528,8124,+6;,243,390
null,529,8123,+6;,246,390
null,529,8122,+6;,248,390
null,529,8124,+6;,249,390
null,530,8123,+6;,245,390
null,530,8122,+6;,242,390
null,530,8124,+6;,246,390
null,531,8123,+6;,255,390
null,531,8122,+6;,254,390
null,531,8124,+6;,252,390
null,532,8123,+6;,251,390
null,532,8122,+6;,253,390
null,532,8124,+6;,251,390
null,533,8123,+6;,247,390
null,533,8122,+6;,247,390
null,533,8124,+6;,244,390
null,534,8123,+6;,244,390
null,534,8122,+6;,247,390
null,534,8124,+6;,248,390
null,535,8123,+6;,247,390
null,535,8122,+6;,243,390
null,535,8124,+6;,246,390
null,536,8123,+6;,246,390
null,536,8122,+6;,247,390
null,536,8124,+6;,247,390
null,537,8123,+6;,245,390
null,537,8122,+6;,244,390
null,537,8124,+6;,249,390
null,538,8123,+6;,244,390
null,538,8122,+6;,240,390
null,538,8124,+6;,243,390
null,539,8123,+6;,246,390
null,539,8122,+6;,245,390
null,539,8124,+6;,249,390
null,540,8123,+6;,247,390
null,540,8122,+6;,244,390
null,540,8124,+6;,245,390
null,541,8123,+6;,250,390
null,541,8122,+6;,252,390
null,541,8124,+6;,245,390
null,542,8123,+6;,244,390
null,542,8122,+6;,249,390
null,542,8124,+6;,238,390
null,543,8123,+6;,239,390
null,543,8122,+6;,245,390
null,543,8124,+6;,241,390
null,544,8123,+6;,247,390
null,544,8122,+6;,246,390
null,544,8124,+6;,259,390
null,545,8123,+6;,252,390
null,545,8122,+6;,241,390
null,545,8124,+6;,257,390
null,546,8123,+6;,259,390
null,546,8122,+6;,255,390
null,546,8124,+6;,259,390
null,547,8123,+6;,264,390
null,547,8122,+6;,263,390
null,547,8124,+6;,264,390
null,548,8123,+6;,263,390
null,548,8122,+6;,263,390
null,548,8124,+6;,262,390
null,549,8123,+6;,257,390
null,549,8122,+6;,259,390
null,549,8124,+6;,262,390
null,550,8123,+6;,264,390
null,550,8122,+6;,259,390
null,550,8124,+6;,266,390
null,551,8123,+6;,267,390
null,551,8122,+6;,265,390
null,551,8124,+6;,270,390
null,552,8123,+6;,275,390
null,552,8122,+6;,271,390
null,552,8124,+6;,277,390
null,553,8123,+6;,270,390
null,553,8122,+6;,268,390
null,553,8124,+6;,269,390
null,554,8123,+6;,269,390
null,554,8122,+6;,269,390
null,554,8124,+6;,274,390
null,555,8123,+6;,277,390
null,555,8122,+6;,272,390
null,555,8124,+6;,273,390
null,556,8123,+6;,273,390
null,556,8122,+6;,276,390
null,556,8124,+6;,276,390
null,557,8123,+6;,269,390
null,557,8122,+6;,265,390
null,557,8124,+6;,268,390
null,558,8123,+6;,277,390
null,558,8122,+6;,278,390
null,558,8124,+6;,278,390
null,559,8123,+6;,277,390
null,559,8122,+6;,276,390
null,559,8124,+6;,271,390
null,560,8123,+6;,271,390
null,560,8122,+6;,277,390
null,560,8124,+6;,268,390
null,561,8123,+6;,272,390
null,561,8122,+6;,276,390
null,561,8124,+6;,270,390
null,562,8123,+6;,275,390
null,562,8122,+6;,276,390
null,562,8124,+6;,272,390
null,563,8123,+6;,268,390
null,563,8122,+6;,269,390
null,563,8124,+6;,269,390
null,564,8123,+6;,266,390
null,564,8122,+6;,265,390
null,564,8124,+6;,259,390
null,565,8123,+6;,260,390
null,565,8122,+6;,266,390
null,565,8124,+6;,257,390
null,566,8123,+6;,253,390
null,566,8122,+6;,256,390
null,566,8124,+6;,254,390
null,567,8123,+6;,261,390
null,567,8122,+6;,258,390
null,567,8124,+6;,263,390
null,568,8123,+6;,258,390
null,568,8122,+6;,255,390
null,568,8124,+6;,261,390
null,569,8123,+6;,261,390
null,569,8122,+6;,259,390
null,569,8124,+6;,261,390
null,570,8123,+6;,260,390
null,570,8122,+6;,261,390
null,570,8124,+6;,255,390
null,571,8123,+6;,259,390
null,571,8122,+6;,264,390
null,571,8124,+6;,254,390
null,572,8123,+6;,257,390
null,572,8122,+6;,263,390
null,572,8124,+6;,261,390
null,573,8123,+6;,257,390
null,573,8122,+6;,253,390
null,573,8124,+6;,255,390
null,574,8123,+6;,253,390
null,574,8122,+6;,255,390
null,574,8124,+6;,255,390
null,575,8123,+6;,259,390
null,575,8122,+6;,258,390
null,575,8124,+6;,260,390
null,576,8123,+6;,255,390
null,576,8122,+6;,255,390
null,576,8124,+6;,253,390
null,577,8123,+6;,249,390
null,577,8122,+6;,251,390
null,577,8124,+6;,259,390
null,578,8123,+6;,258,390
null,578,8122,+6;,249,390
null,578,8124,+6;,256,390
null,579,8123,+6;,259,390
null,579,8122,+6;,261,390
null,579,8124,+6;,257,390
null,580,8123,+6;,256,390
null,580,8122,+6;,260,390
null,580,8124,+6;,259,390
null,581,8123,+6;,265,390
null,581,8122,+6;,262,390
null,581,8124,+6;,258,390
null,582,8123,+6;,254,390
null,582,8122,+6;,261,390
null,582,8124,+6;,258,390
null,583,8123,+6;,261,390
null,583,8122,+6;,258,390
null,583,8124,+6;,263,390
null,584,8123,+6;,263,390
null,584,8122,+6;,263,390
null,584,8124,+6;,267,390
null,585,8123,+6;,266,390
null,585,8122,+6;,262,390
null,585,8124,+6;,265,390
null,586,8123,+6;,261,390
null,586,8122,+6;,262,390
null,586,8124,+6;,259,390
null,587,8123,+6;,265,390
null,587,8122,+6;,267,390
null,587,8124,+6;,267,390
null,588,8123,+6;,266,390
null,588,8122,+6;,264,390
null,588,8124,+6;,266,390
null,589,8123,+6;,271,390
null,589,8122,+6;,271,390
null,589,8124,+6;,273,390
null,590,8123,+6;,270,390
null,590,8122,+6;,268,390
null,590,8124,+6;,273,390
null,591,8123,+6;,269,390
null,591,8122,+6;,266,390
null,591,8124,+6;,268,390
null,592,8123,+6;,266,390
null,592,8122,+6;,267,390
null,592,8124,+6;,266,390
null,593,8123,+6;,260,390
null,593,8122,+6;,260,390
null,593,8124,+6;,256,390
null,594,8123,+6;,255,390
null,594,8122,+6;,258,390
null,594,8124,+6;,259,390
null,595,8123,+6;,261,390
null,595,8122,+6;,257,390
null,595,8124,+6;,263,390
null,596,8123,+6;,266,390
null,596,8122,+6;,264,390
null,596,8124,+6;,272,390
null,597,8123,+6;,273,390
null,597,8122,+6;,267,390
null,597,8124,+6;,271,390
null,598,8123,+6;,274,390
null,598,8122,+6;,276,390
null,598,8124,+6;,276,390
null,599,8123,+6;,280,390
null,599,8122,+6;,276,390
null,599,8124,+6;,279,390
null,600,8123,+6;,281,390
null,600,8122,+6;,280,390
null,600,8124,+6;,281,390
null,601,8123,+6;,284,390
null,601,8122,+6;,284,390
null,601,8124,+6;,286,390
null,602,8123,+6;,284,390
null,602,8122,+6;,282,390
null,602,8124,+6;,278,390
null,603,8123,+6;,276,390
null,603,8122,+6;,282,390
null,603,8124,+6;,272,390
null,604,8123,+6;,273,390
null,604,8122,+6;,277,390
null,604,8124,+6;,271,390
null,605,8123,+6;,261,390
null,605,8122,+6;,263,390
null,605,8124,+6;,268,390
null,606,8123,+6;,271,390
null,606,8122,+6;,263,390
null,606,8124,+6;,272,390
null,607,8123,+6;,275,390
null,607,8122,+6;,274,390
null,607,8124,+6;,270,390
null,608,8123,+6;,268,390
null,608,8122,+6;,272,390
null,608,8124,+6;,265,390
null,609,8123,+6;,269,390
null,609,8122,+6;,272,390
null,609,8124,+6;,264,390
null,610,8123,+6;,265,390
null,610,8122,+6;,271,390
null,610,8124,+6;,265,390
null,611,8123,+6;,269,390
null,611,8122,+6;,269,390
null,611,8124,+6;,266,390
null,612,8123,+6;,265,390
null,612,8122,+6;,268,390
null,612,8124,+6;,261,390
null,613,8123,+6;,259,390
null,613,8122,+6;,264,390
null,613,8124,+6;,262,390
null,614,8123,+6;,262,390
null,614,8122,+6;,260,390
null,614,8124,+6;,265,390
null,615,8123,+6;,273,390
null,615,8122,+6;,268,390
null,615,8124,+6;,274,390
null,616,8123,+6;,276,390
null,616,8122,+6;,275,390
null,616,8124,+6;,275,390
null,617,8123,+6;,279,390
null,617,8122,+6;,279,390
null,617,8124,+6;,281,390
null,618,8123,+6;,284,390
null,618,8122,+6;,283,390
null,618,8124,+6;,291,390
null,619,8123,+6;,290,390
null,619,8122,+6;,283,390
null,619,8124,+6;,294,390
null,620,8123,+6;,296,390
null,620,8122,+6;,293,390
null,620,8124,+6;,293,390
null,621,8123,+6;,291,390
null,621,8122,+6;,294,390
null,621,8124,+6;,292,390
null,622,8123,+6;,289,390
null,622,8122,+6;,288,390
null,622,8124,+6;,287,390
null,623,8123,+6;,283,390
null,623,8122,+6;,285,390
null,623,8124,+6;,285,390
null,624,8123,+6;,276,390
null,624,8122,+6;,274,390
null,624,8124,+6;,274,390
null,625,8123,+6;,278,390
null,625,8122,+6;,280,390
null,625,8124,+6;,279,390
null,626,8123,+6;,281,390
null,626,8122,+6;,280,390
null,626,8124,+6;,288,390
null,627,8123,+6;,289,390
null,627,8122,+6;,283,390
null,627,8124,+6;,292,390
null,628,8123,+6;,295,390
null,628,8122,+6;,292,390
null,628,8124,+6;,290,390
null,629,8123,+6;,286,390
null,629,8122,+6;,292,390
null,629,8124,+6;,288,390
null,630,8123,+6;,288,390
null,630,8122,+6;,286,390
null,630,8124,+6;,284,390
null,631,8123,+6;,287,390
null,631,8122,+6;,291,390
null,631,8124,+6;,286,390
null,632,8123,+6;,282,390
null,632,8122,+6;,286,390
null,632,8124,+6;,287,390
null,633,8123,+6;,285,390
null,633,8122,+6;,281,390
null,633,8124,+6;,279,390
null,634,8123,+6;,278,390
null,634,8122,+6;,284,390
null,634,8124,+6;,274,390
null,635,8123,+6;,280,390
null,635,8122,+6;,284,390
null,635,8124,+6;,283,390
null,636,8123,+6;,278,390
null,636,8122,+6;,276,390
null,636,8124,+6;,279,390
null,637,8123,+6;,279,390
null,637,8122,+6;,277,390
null,637,8124,+6;,281,390
null,638,8123,+6;,283,390
null,638,8122,+6;,283,390
null,638,8124,+6;,278,390
null,639,8123,+6;,282,390
null,639,8122,+6;,287,390
null,639,8124,+6;,287,390
null,640,8123,+6;,286,390
null,640,8122,+6;,285,390
null,640,8124,+6;,285,390
null,641,8123,+6;,285,390
null,641,8122,+6;,286,390
null,641,8124,+6;,284,390
null,642,8123,+6;,287,390
null,642,8122,+6;,288,390
null,642,8124,+6;,286,390
null,643,8123,+6;,280,390
null,643,8122,+6;,280,390
null,643,8124,+6;,276,390
null,644,8123,+6;,274,390
null,644,8122,+6;,279,390
null,644,8124,+6;,276,390
null,645,8123,+6;,273,390
null,645,8122,+6;,271,390
null,645,8124,+6;,272,390
null,646,8123,+6;,279,390
null,646,8122,+6;,279,390
null,646,8124,+6;,285,390
null,647,8123,+6;,280,390
null,647,8122,+6;,274,390
null,647,8124,+6;,273,390
null,648,8123,+6;,277,390
null,648,8122,+6;,284,390
null,648,8124,+6;,284,390
null,649,8123,+6;,282,390
null,649,8122,+6;,276,390
null,649,8124,+6;,289,390
null,650,8123,+6;,289,390
null,650,8122,+6;,284,390
null,650,8124,+6;,282,390
null,651,8123,+6;,281,390
null,651,8122,+6;,288,390
null,651,8124,+6;,283,390
null,652,8123,+6;,282,390
null,652,8122,+6;,280,390
null,652,8124,+6;,290,390
null,653,8123,+6;,288,390
null,653,8122,+6;,281,390
null,653,8124,+6;,291,390
null,654,8123,+6;,288,390
null,654,8122,+6;,285,390
null,654,8124,+6;,289,390
null,655,8123,+6;,284,390
null,655,8122,+6;,282,390
null,655,8124,+6;,278,390
null,656,8123,+6;,284,390
null,656,8122,+6;,290,390
null,656,8124,+6;,289,390
null,657,8123,+6;,292,390
null,657,8122,+6;,286,390
null,657,8124,+6;,296,390
null,658,8123,+6;,298,390
null,658,8122,+6;,294,390
null,658,8124,+6;,300,390
null,659,8123,+6;,298,390
null,659,8122,+6;,296,390
null,659,8124,+6;,298,390
null,660,8123,+6;,296,390
null,660,8122,+6;,296,390
null,660,8124,+6;,299,390
null,661,8123,+6;,298,390
null,661,8122,+6;,294,390
null,661,8124,+6;,296,390
null,662,8123,+6;,290,390
null,662,8122,+6;,292,390
null,662,8124,+6;,291,390
null,663,8123,+6;,287,390
null,663,8122,+6;,286,390
null,663,8124,+6;,286,390
null,664,8123,+6;,283,390
null,664,8122,+6;,284,390
null,664,8124,+6;,287,390
null,665,8123,+6;,291,390
null,665,8122,+6;,287,390
null,665,8124,+6;,290,390
null,666,8123,+6;,292,390
null,666,8122,+6;,295,390
null,666,8124,+6;,295,390
null,667,8123,+6;,303,390
null,667,8122,+6;,300,390
null,667,8124,+6;,297,390
null,668,8123,+6;,297,390
null,668,8122,+6;,302,390
null,668,8124,+6;,301,390
null,669,8123,+6;,300,390
null,669,8122,+6;,297,390
null,669,8124,+6;,296,390
null,670,8123,+6;,292,390
null,670,8122,+6;,297,390
null,670,8124,+6;,288,390
null,671,8123,+6;,293,390
null,671,8122,+6;,296,390
null,671,8124,+6;,287,390
null,672,8123,+6;,289,390
null,672,8122,+6;,293,390
null,672,8124,+6;,289,390
null,673,8123,+6;,293,390
null,673,8122,+6;,293,390
null,673,8124,+6;,289,390
null,674,8123,+6;,284,390
null,674,8122,+6;,290,390
null,674,8124,+6;,286,390
null,675,8123,+6;,284,390
null,675,8122,+6;,282,390
null,675,8124,+6;,289,390
null,676,8123,+6;,293,390
null,676,8122,+6;,288,390
null,676,8124,+6;,296,390
null,677,8123,+6;,293,390
null,677,8122,+6;,290,390
null,677,8124,+6;,291,390
null,678,8123,+6;,286,390
null,678,8122,+6;,289,390
null,678,8124,+6;,283,390
null,679,8123,+6;,288,390
null,679,8122,+6;,292,390
null,679,8124,+6;,292,390
null,680,8123,+6;,293,390
null,680,8122,+6;,289,390
null,680,8124,+6;,293,390
null,681,8123,+6;,293,390
null,681,8122,+6;,295,390
null,681,8124,+6;,293,390
null,682,8123,+6;,287,390
null,682,8122,+6;,287,390
null,682,8124,+6;,288,390
null,683,8123,+6;,287,390
null,683,8122,+6;,286,390
null,683,8124,+6;,281,390
null,684,8123,+6;,280,390
null,684,8122,+6;,286,390
null,684,8124,+6;,283,390
null,685,8123,+6;,279,390
null,685,8122,+6;,276,390
null,685,8124,+6;,282,390
null,686,8123,+6;,283,390
null,686,8122,+6;,279,390
null,686,8124,+6;,283,390
null,687,8123,+6;,280,390
null,687,8122,+6;,281,390
null,687,8124,+6;,282,390
null,688,8123,+6;,281,390
null,688,8122,+6;,279,390
null,688,8124,+6;,283,390
null,689,8123,+6;,285,390
null,689,8122,+6;,283,390
null,689,8124,+6;,288,390
null,690,8123,+6;,289,390
null,690,8122,+6;,286,390
null,690,8124,+6;,291,390
null,691,8123,+6;,288,390
null,691,8122,+6;,286,390
null,691,8124,+6;,285,390
null,692,8123,+6;,286,390
null,692,8122,+6;,289,390
null,692,8124,+6;,290,390
null,693,8123,+6;,293,390
null,693,8122,+6;,289,390
null,693,8124,+6;,291,390
null,694,8123,+6;,290,390
null,694,8122,+6;,292,390
null,694,8124,+6;,294,390
null,695,8123,+6;,296,390
null,695,8122,+6;,292,390
null,695,8124,+6;,297,390
null,696,8123,+6;,292,390
null,696,8122,+6;,292,390
null,696,8124,+6;,288,390
null,697,8123,+6;,290,390
null,697,8122,+6;,293,390
null,697,8124,+6;,294,390
null,698,8123,+6;,292,390
null,698,8122,+6;,291,390
null,698,8124,+6;,295,390
null,699,8123,+6;,289,390
null,699,8122,+6;,286,390
null,699,8124,+6;,288,390
null,700,8123,+6;,289,390
null,700,8122,+6;,288,390
null,700,8124,+6;,288,390
null,701,8123,+6;,287,390
null,701,8122,+6;,288,390
null,701,8124,+6;,286,390
null,702,8123,+6;,295,390
null,702,8122,+6;,296,390
null,702,8124,+6;,291,390
null,703,8123,+6;,294,390
null,703,8122,+6;,296,390
null,703,8124,+6;,290,390
null,704,8123,+6;,284,390
null,704,8122,+6;,290,390
null,704,8124,+6;,284,390
null,705,8123,+6;,292,390
null,705,8122,+6;,292,390
null,705,8124,+6;,296,390
null,706,8123,+6;,292,390
null,706,8122,+6;,288,390
null,706,8124,+6;,293,390
null,707,8123,+6;,290,390
null,707,8122,+6;,289,390
null,707,8124,+6;,287,390
null,708,8123,+6;,288,390
null,708,8122,+6;,291,390
null,708,8124,+6;,283,390
null,709,8123,+6;,289,390
null,709,8122,+6;,294,390
null,709,8124,+6;,291,390
null,710,8123,+6;,288,390
null,710,8122,+6;,285,390
null,710,8124,+6;,289,390
null,711,8123,+6;,286,390
null,711,8122,+6;,285,390
null,711,8124,+6;,286,390
null,712,8123,+6;,288,390
null,712,8122,+6;,289,390
null,712,8124,+6;,296,390
null,713,8123,+6;,300,390
null,713,8122,+6;,292,390
null,713,8124,+6;,296,390
null,714,8123,+6;,297,390
null,714,8122,+6;,301,390
null,714,8124,+6;,297,390
null,715,8123,+6;,294,390
null,715,8122,+6;,294,390
null,715,8124,+6;,296,390
null,716,8123,+6;,303,390
null,716,8122,+6;,301,390
null,716,8124,+6;,302,390
null,717,8123,+6;,301,390
null,717,8122,+6;,302,390
null,717,8124,+6;,296,390
null,718,8123,+6;,299,390
null,718,8122,+6;,303,390
null,718,8124,+6;,304,390
null,719,8123,+6;,304,390
null,719,8122,+6;,298,390
null,719,8124,+6;,306,390
null,720,8123,+6;,309,390
null,720,8122,+6;,307,390
null,720,8124,+6;,306,390
null,721,8123,+6;,312,390
null,721,8122,+6;,313,390
null,721,8124,+6;,307,390
null,722,8123,+6;,310,390
null,722,8122,+6;,316,390
null,722,8124,+6;,308,390
null,723,8123,+6;,315,390
null,723,8122,+6;,317,390
null,723,8124,+6;,316,390
null,724,8123,+6;,314,390
null,724,8122,+6;,313,390
null,724,8124,+6;,312,390
null,725,8123,+6;,320,390
null,725,8122,+6;,320,390
null,725,8124,+6;,323,390
null,726,8123,+6;,323,390
null,726,8122,+6;,320,390
null,726,8124,+6;,324,390
null,727,8123,+6;,319,390
null,727,8122,+6;,318,390
null,727,8124,+6;,321,390
null,728,8123,+6;,319,390
null,728,8122,+6;,317,390
null,728,8124,+6;,315,390
null,729,8123,+6;,316,390
null,729,8122,+6;,320,390
null,729,8124,+6;,310,390
null,730,8123,+6;,305,390
null,730,8122,+6;,311,390
null,730,8124,+6;,307,390
null,731,8123,+6;,299,390
null,731,8122,+6;,297,390
null,731,8124,+6;,305,390
null,732,8123,+6;,310,390
null,732,8122,+6;,304,390
null,732,8124,+6;,311,390
null,733,8123,+6;,306,390
null,733,8122,+6;,305,390
null,733,8124,+6;,300,390
null,734,8123,+6;,299,390
null,734,8122,+6;,306,390
null,734,8124,+6;,301,390
null,735,8123,+6;,295,390
null,735,8122,+6;,294,390
null,735,8124,+6;,292,390
null,736,8123,+6;,295,390
null,736,8122,+6;,297,390
null,736,8124,+6;,298,390
null,737,8123,+6;,299,390
null,737,8122,+6;,296,390
null,737,8124,+6;,297,390
null,738,8123,+6;,295,390
null,738,8122,+6;,297,390
null,738,8124,+6;,303,390
null,739,8123,+6;,303,390
null,739,8122,+6;,295,390
null,739,8124,+6;,301,390
null,740,8123,+6;,303,390
null,740,8122,+6;,305,390
null,740,8124,+6;,300,390
null,741,8123,+6;,304,390
null,741,8122,+6;,306,390
null,741,8124,+6;,306,390
null,742,8123,+6;,308,390
null,742,8122,+6;,307,390
null,742,8124,+6;,311,390
null,743,8123,+6;,311,390
null,743,8122,+6;,307,390
null,743,8124,+6;,315,390
null,744,8123,+6;,325,390
null,744,8122,+6;,321,390
null,744,8124,+6;,318,390
null,745,8123,+6;,312,390
null,745,8122,+6;,320,390
null,745,8124,+6;,311,390
null,746,8123,+6;,308,390
null,746,8122,+6;,311,390
null,746,8124,+6;,312,390
null,747,8123,+6;,310,390
null,747,8122,+6;,307,390
null,747,8124,+6;,305,390
null,748,8123,+6;,301,390
null,748,8122,+6;,308,390
null,748,8124,+6;,304,390
null,749,8123,+6;,304,390
null,749,8122,+6;,300,390
null,749,8124,+6;,302,390
null,750,8123,+6;,306,390
null,750,8122,+6;,307,390
null,750,8124,+6;,306,390
null,751,8123,+6;,310,390
null,751,8122,+6;,309,390
null,751,8124,+6;,315,390
null,752,8123,+6;,311,390
null,752,8122,+6;,306,390
null,752,8124,+6;,317,390
null,753,8123,+6;,317,390
null,753,8122,+6;,311,390
null,753,8124,+6;,314,390
null,754,8123,+6;,313,390
null,754,8122,+6;,315,390
null,754,8124,+6;,313,390
null,755,8123,+6;,312,390
null,755,8122,+6;,312,390
null,755,8124,+6;,316,390
null,756,8123,+6;,318,390
null,756,8122,+6;,315,390
null,756,8124,+6;,315,390
null,757,8123,+6;,321,390
null,757,8122,+6;,324,390
null,757,8124,+6;,323,390
null,758,8123,+6;,319,390
null,758,8122,+6;,318,390
null,758,8124,+6;,319,390
null,759,8123,+6;,315,390
null,759,8122,+6;,316,390
null,759,8124,+6;,310,390
null,760,8123,+6;,305,390
null,760,8122,+6;,311,390
